episode_id,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_blue,energy_red,energy_true,energy_alternative,margin_blue_minus_red,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,0,8,0.3,0.7,8,0.36222904920578003,0.3320493996143341,0.36222904920578003,0.3320493996143341,0.030179649591445923,-0.030179649591445923,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,1,8,0.3,0.7,8,0.29239800572395325,0.24432891607284546,0.29239800572395325,0.24432891607284546,0.04806908965110779,-0.04806908965110779,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,2,8,0.3,0.7,8,0.3788391947746277,0.34922587871551514,0.3788391947746277,0.34922587871551514,0.02961331605911255,-0.02961331605911255,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,3,8,0.3,0.7,8,0.27325886487960815,0.23491403460502625,0.27325886487960815,0.23491403460502625,0.03834483027458191,-0.03834483027458191,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,4,8,0.3,0.7,8,0.27985313534736633,0.2263287454843521,0.27985313534736633,0.2263287454843521,0.05352438986301422,-0.05352438986301422,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,5,8,0.3,0.7,8,0.40818625688552856,0.3817225396633148,0.40818625688552856,0.3817225396633148,0.026463717222213745,-0.026463717222213745,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,6,8,0.3,0.7,8,0.380182683467865,0.3377716839313507,0.380182683467865,0.3377716839313507,0.04241099953651428,-0.04241099953651428,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,7,8,0.3,0.7,8,0.35646289587020874,0.31233683228492737,0.35646289587020874,0.31233683228492737,0.04412606358528137,-0.04412606358528137,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,8,8,0.3,0.7,8,0.2578151524066925,0.19841650128364563,0.2578151524066925,0.19841650128364563,0.059398651123046875,-0.059398651123046875,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,9,8,0.3,0.7,8,0.3494519591331482,0.31543973088264465,0.3494519591331482,0.31543973088264465,0.03401222825050354,-0.03401222825050354,0.38145551085472107,0.0021811791229993105,0.4664916396141052
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,0,8,0.3,0.7,8,0.27205339074134827,0.2381165325641632,0.27205339074134827,0.2381165325641632,0.03393685817718506,-0.03393685817718506,0.42407873272895813,0.005680404137820005,0.41256415843963623
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,1,8,0.3,0.7,8,0.2563009262084961,0.20093309879302979,0.2563009262084961,0.20093309879302979,0.05536782741546631,-0.05536782741546631,0.42407873272895813,0.005680404137820005,0.41256415843963623
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,2,8,0.3,0.7,8,0.2789185345172882,0.242550790309906,0.2789185345172882,0.242550790309906,0.0363677442073822,-0.0363677442073822,0.42407873272895813,0.005680404137820005,0.41256415843963623
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,3,8,0.3,0.7,8,0.25735852122306824,0.23251959681510925,0.25735852122306824,0.23251959681510925,0.024838924407958984,-0.024838924407958984,0.42407873272895813,0.005680404137820005,0.41256415843963623
